,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Bucket
53098,2020-01-16,Ahmedabad,40.07,79.32,13.41,10.67,3.75,23.6,152.0,Moderate
74619,2020-01-16,Mumbai,33.06,62.97,12.88,4.26,0.48,59.53,84.0,Satisfactory
106722,2020-01-16,Kolkata,211.75,424.19,107.82,18.88,2.26,38.49,451.0,Severe
80963,2020-01-16,Jaipur,31.09,72.4,35.61,12.39,0.88,45.39,70.0,Satisfactory
29711,2020-01-16,Delhi,135.35,205.21,51.61,4.82,1.38,3.78,280.0,Poor
75393,2020-01-17,Mumbai,40.94,75.64,22.72,1.64,0.51,70.64,68.0,Satisfactory
106119,2020-01-17,Kolkata,86.77,180.34,50.84,10.2,1.64,14.82,224.0,Poor
34215,2020-01-17,Delhi,119.48,185.04,30.15,11.85,0.65,11.36,317.0,Very Poor
75788,2020-01-17,Mumbai,62.02,125.5,51.15,3.57,0.52,33.81,107.0,Moderate
15757,2020-01-17,Delhi,136.73,179.04,23.03,4.17,1.23,23.9,323.0,Very Poor
105326,2020-01-17,Kolkata,97.53,168.85,48.54,17.34,1.5,58.01,228.0,Poor
9127,2020-01-17,Delhi,129.21,172.69,29.25,8.59,0.79,11.66,323.0,Very Poor
2246,2020-01-17,Visakhapatnam,43.36,81.3,25.07,9.53,1.03,59.04,128.0,Moderate
784,2020-01-17,Amaravati,45.81,66.69,11.52,15.86,0.66,44.3,82.0,Satisfactory
49326,2020-01-17,Delhi,95.5,116.1,30.56,5.64,0.92,20.0,292.0,Poor
8245,2020-01-17,Delhi,108.67,154.47,38.58,6.47,1.54,64.92,311.0,Very Poor
105724,2020-01-17,Kolkata,125.88,238.17,92.82,11.7,1.56,37.31,317.0,Very Poor
5730,2020-01-17,Chandigarh,48.86,90.27,10.91,7.18,0.75,6.46,85.0,Satisfactory
16639,2020-01-17,Delhi,97.06,137.62,30.95,11.06,1.06,3.68,285.0,Poor
63915,2020-01-17,Bengaluru,34.64,92.28,24.48,10.74,1.2,62.77,122.0,Moderate
76175,2020-01-17,Mumbai,48.55,85.69,51.7,11.16,0.54,49.24,89.0,Satisfactory
43486,2020-01-17,Delhi,84.04,135.12,29.39,12.85,1.19,79.75,240.0,Poor
25008,2020-01-17,Delhi,163.97,227.9,171.82,9.16,1.74,2.43,350.0,Very Poor
60751,2020-01-17,Bengaluru,32.99,80.6,51.68,8.06,0.76,76.37,180.0,Moderate
37015,2020-01-17,Delhi,93.73,138.1,38.15,12.29,1.66,10.11,278.0,Poor
107868,2020-01-17,Kolkata,116.32,211.56,99.41,7.84,1.29,41.91,300.0,Poor
105010,2020-01-17,Kolkata,117.82,184.23,46.4,9.21,1.39,32.45,300.0,Poor
5235,2020-01-17,Patna,104.07,203.59,90.01,11.94,1.53,2.09,203.0,Poor
83060,2020-01-17,Jaipur,50.75,101.37,54.82,20.68,1.41,54.92,97.0,Satisfactory
85408,2020-01-17,Hyderabad,17.61,53.24,25.76,2.35,0.0,23.67,56.0,Satisfactory
69095,2020-01-17,Bengaluru,40.05,102.12,27.63,3.24,1.14,23.41,97.0,Satisfactory
74226,2020-01-17,Mumbai,57.73,149.37,58.85,6.89,0.41,58.78,115.0,Moderate
2748,2020-01-17,Guwahati,124.99,202.88,14.04,13.75,1.39,18.2,311.0,Very Poor
63185,2020-01-17,Bengaluru,39.35,85.16,35.03,14.98,1.02,44.07,108.0,Moderate
40540,2020-01-17,Delhi,127.53,217.67,30.7,22.16,2.02,9.9,320.0,Very Poor
39810,2020-01-17,Delhi,113.74,113.74,36.73,6.08,1.67,162.73,309.0,Very Poor
70671,2020-01-17,Thiruvananthapuram,38.16,69.87,24.09,8.61,0.95,54.29,85.0,Satisfactory
37897,2020-01-17,Delhi,96.89,135.67,13.43,2.05,1.06,5.34,288.0,Poor
74620,2020-01-17,Mumbai,42.93,58.66,18.17,4.76,0.57,45.32,69.0,Satisfactory
27801,2020-01-17,Delhi,98.19,150.62,49.6,10.11,0.0,11.48,281.0,Poor
50208,2020-01-17,Delhi,109.33,148.98,41.86,12.74,0.84,8.43,315.0,Very Poor
24126,2020-01-17,Delhi,99.07,123.95,16.94,9.72,1.35,7.26,274.0,Poor
78750,2020-01-17,Talcher,142.69,293.03,11.25,16.61,1.27,11.29,312.0,Very Poor
94200,2020-01-17,Chennai,37.2,53.18,5.91,18.28,0.48,36.89,56.0,Satisfactory
30442,2020-01-17,Delhi,129.81,172.02,29.28,18.02,1.05,23.42,312.0,Very Poor
73834,2020-01-17,Mumbai,44.4,91.04,41.5,7.77,0.43,59.32,87.0,Satisfactory
98604,2020-01-17,Coimbatore,31.88,36.05,67.32,6.72,0.16,43.32,83.0,Satisfactory
86641,2020-01-17,Hyderabad,25.25,55.35,12.22,5.11,0.46,26.72,59.0,Satisfactory
107054,2020-01-17,Kolkata,83.81,154.14,49.04,13.88,1.37,26.63,207.0,Poor
6329,2020-01-17,Delhi,99.9,137.06,22.38,8.25,1.34,4.99,284.0,Poor
51090,2020-01-17,Delhi,144.55,191.8,7.79,8.92,2.12,6.29,339.0,Very Poor
80964,2020-01-17,Jaipur,36.77,89.36,50.13,13.11,1.08,34.75,83.0,Satisfactory
73460,2020-01-17,Mumbai,64.39,162.46,43.25,7.64,0.91,13.96,125.0,Moderate
48596,2020-01-17,Delhi,101.75,130.29,29.93,6.37,0.98,9.5,295.0,Poor
25890,2020-01-17,Delhi,97.06,140.82,54.8,12.73,0.85,12.96,278.0,Poor
73066,2020-01-17,Mumbai,37.4,100.64,2.98,3.66,0.55,15.85,50.0,Good
84293,2020-01-17,Hyderabad,31.96,62.77,20.65,4.41,0.36,28.7,60.0,Satisfactory
76774,2020-01-17,Bhopal,80.47,139.95,38.33,17.33,1.01,49.45,234.0,Poor
77825,2020-01-17,Brajrajnagar,101.29,189.61,25.34,6.45,0.86,28.69,250.0,Poor
29712,2020-01-17,Delhi,85.73,132.42,40.04,4.17,1.4,4.89,269.0,Poor
17521,2020-01-17,Delhi,139.96,214.27,46.57,10.53,1.51,11.75,333.0,Very Poor
76485,2020-01-17,Shillong,34.74,45.92,2.36,6.99,0.14,29.39,36.0,Good
10885,2020-01-17,Delhi,126.21,172.34,28.17,10.85,1.11,12.9,320.0,Very Poor
91812,2020-01-17,Hyderabad,46.82,87.01,50.9,1.23,0.65,21.65,92.0,Satisfactory
35097,2020-01-17,Delhi,154.91,192.64,27.25,7.7,1.48,9.99,338.0,Very Poor
5044,2020-01-17,Patna,89.65,225.85,31.92,6.97,1.79,25.31,178.0,Moderate
53099,2020-01-17,Ahmedabad,80.24,219.84,15.61,36.88,20.06,23.62,334.0,Very Poor
106723,2020-01-17,Kolkata,178.95,414.72,87.22,24.53,1.56,35.78,363.0,Very Poor
82078,2020-01-17,Jaipur,60.71,135.56,48.81,9.57,0.74,25.47,118.0,Moderate
74998,2020-01-17,Mumbai,60.66,156.59,78.16,6.04,0.81,34.68,125.0,Moderate
44368,2020-01-17,Delhi,141.08,185.54,15.16,3.67,0.92,6.53,330.0,Very Poor
47714,2020-01-17,Delhi,91.54,128.92,44.01,8.04,1.0,25.54,279.0,Poor
33333,2020-01-17,Delhi,96.54,121.68,20.05,4.73,0.7,14.93,257.0,Poor
48597,2020-01-18,Delhi,107.66,146.66,33.02,6.44,1.11,15.26,220.0,Poor
25891,2020-01-18,Delhi,129.12,213.04,78.55,10.88,1.49,16.51,274.0,Poor
9128,2020-01-18,Delhi,142.04,212.71,36.87,7.53,0.75,14.85,311.0,Very Poor
73067,2020-01-18,Mumbai,57.63,100.78,2.38,3.7,0.58,16.82,95.0,Satisfactory
29713,2020-01-18,Delhi,116.68,188.74,47.55,4.42,1.4,5.75,238.0,Poor
63186,2020-01-18,Bengaluru,29.0,69.14,27.31,3.22,0.64,18.72,91.0,Satisfactory
10886,2020-01-18,Delhi,129.19,196.15,38.15,7.36,1.34,12.5,298.0,Poor
76775,2020-01-18,Bhopal,87.22,145.21,40.78,16.63,1.13,32.11,193.0,Moderate
77826,2020-01-18,Brajrajnagar,83.82,184.33,15.4,6.23,0.85,27.36,188.0,Moderate
84294,2020-01-18,Hyderabad,32.36,61.61,19.35,4.32,0.37,29.56,62.0,Satisfactory
82079,2020-01-18,Jaipur,56.55,125.33,48.27,8.96,0.61,25.09,127.0,Moderate
105011,2020-01-18,Kolkata,84.87,139.26,45.88,12.54,1.05,31.82,229.0,Poor
5731,2020-01-18,Chandigarh,58.57,134.0,11.8,8.39,0.69,8.28,110.0,Moderate
106120,2020-01-18,Kolkata,40.13,126.8,52.05,9.62,1.15,12.81,183.0,Moderate
5045,2020-01-18,Patna,59.82,124.15,20.16,5.55,1.37,9.66,149.0,Moderate
43487,2020-01-18,Delhi,106.51,193.68,40.35,11.53,0.87,77.24,213.0,Poor
86642,2020-01-18,Hyderabad,30.71,67.06,15.99,6.43,0.5,30.84,66.0,Satisfactory
33334,2020-01-18,Delhi,105.81,144.46,32.3,4.9,1.07,9.69,212.0,Poor
98605,2020-01-18,Coimbatore,30.91,37.46,58.28,8.74,0.16,31.39,83.0,Satisfactory
107869,2020-01-18,Kolkata,93.8,177.81,92.73,13.46,1.32,33.84,267.0,Poor
51091,2020-01-18,Delhi,151.61,218.14,8.47,8.76,2.2,6.27,318.0,Very Poor
5236,2020-01-18,Patna,65.48,121.02,57.0,11.19,1.02,1.9,186.0,Moderate
63916,2020-01-18,Bengaluru,21.83,55.09,17.52,10.42,1.13,42.86,85.0,Satisfactory
785,2020-01-18,Amaravati,31.59,51.42,8.68,12.33,0.6,35.43,60.0,Satisfactory
8246,2020-01-18,Delhi,168.95,337.58,74.74,5.18,2.15,37.81,277.0,Poor
83061,2020-01-18,Jaipur,51.87,94.48,44.4,18.6,0.92,58.8,117.0,Moderate
2247,2020-01-18,Visakhapatnam,42.17,81.73,25.01,8.03,1.03,45.73,79.0,Satisfactory
105327,2020-01-18,Kolkata,79.34,168.48,50.95,26.72,1.41,55.65,200.0,Moderate
107055,2020-01-18,Kolkata,73.7,133.02,52.01,16.07,1.07,21.87,161.0,Moderate
74999,2020-01-18,Mumbai,82.21,220.89,116.73,7.5,1.03,31.75,168.0,Moderate
6330,2020-01-18,Delhi,104.63,153.11,32.91,8.82,1.35,4.89,204.0,Poor
91813,2020-01-18,Hyderabad,57.82,101.03,53.72,2.05,0.92,19.78,92.0,Satisfactory
80965,2020-01-18,Jaipur,35.96,88.0,46.47,10.34,1.14,30.41,103.0,Moderate
25009,2020-01-18,Delhi,176.53,255.62,146.23,7.6,1.74,3.03,326.0,Very Poor
73461,2020-01-18,Mumbai,100.8,222.48,59.37,10.22,1.2,14.33,205.0,Poor
16640,2020-01-18,Delhi,142.79,223.17,41.47,12.17,1.66,1.79,282.0,Poor
88042,2020-01-18,Hyderabad,30.94,81.91,31.98,4.55,0.55,17.89,76.0,Satisfactory
76176,2020-01-18,Mumbai,95.77,146.52,59.13,10.46,0.7,61.51,163.0,Moderate
39811,2020-01-18,Delhi,121.97,121.97,45.81,8.05,1.69,185.22,302.0,Very Poor
37898,2020-01-18,Delhi,123.27,206.56,16.82,2.1,1.57,6.98,275.0,Poor
94201,2020-01-18,Chennai,22.12,28.47,5.47,18.14,0.46,36.62,47.0,Good
17522,2020-01-18,Delhi,142.55,272.25,62.17,12.26,1.63,6.35,312.0,Very Poor
74621,2020-01-18,Mumbai,80.15,142.82,28.6,5.84,0.93,48.01,137.0,Moderate
106724,2020-01-18,Kolkata,116.44,287.37,95.18,38.43,1.75,42.67,381.0,Very Poor
50209,2020-01-18,Delhi,151.38,223.15,52.61,13.64,1.24,9.61,303.0,Very Poor
37016,2020-01-18,Delhi,146.92,233.52,47.66,12.9,1.93,11.81,286.0,Poor
24127,2020-01-18,Delhi,126.31,170.91,19.39,10.77,1.6,10.92,273.0,Poor
47715,2020-01-18,Delhi,130.35,194.36,58.39,8.62,1.51,28.56,263.0,Poor
75394,2020-01-18,Mumbai,80.95,142.49,26.89,1.93,0.77,84.15,135.0,Moderate
78751,2020-01-18,Talcher,136.38,264.73,11.27,15.52,1.46,6.46,317.0,Very Poor
76486,2020-01-18,Shillong,33.34,45.46,2.41,7.36,0.25,47.44,69.0,Satisfactory
44369,2020-01-18,Delhi,143.62,196.38,20.07,3.28,1.01,7.18,308.0,Very Poor
49327,2020-01-18,Delhi,109.14,144.48,36.34,5.46,1.37,25.64,231.0,Poor
40541,2020-01-18,Delhi,142.21,242.06,46.07,20.12,1.18,11.18,308.0,Very Poor
73835,2020-01-18,Mumbai,83.43,138.44,57.98,15.21,0.71,35.88,138.0,Moderate
60752,2020-01-18,Bengaluru,31.04,65.63,35.38,8.01,0.51,42.95,100.0,Satisfactory
70672,2020-01-18,Thiruvananthapuram,31.66,59.79,24.82,9.17,0.88,46.57,68.0,Satisfactory
34216,2020-01-18,Delhi,113.79,181.06,39.42,11.94,0.72,24.1,283.0,Poor
85409,2020-01-18,Hyderabad,21.17,60.21,28.17,1.76,0.0,25.0,57.0,Satisfactory
15758,2020-01-18,Delhi,122.08,189.0,26.1,3.34,1.26,27.06,285.0,Poor
35098,2020-01-18,Delhi,195.35,272.17,36.94,7.94,1.9,10.92,342.0,Very Poor
69096,2020-01-18,Bengaluru,27.56,62.4,17.41,3.17,1.02,28.46,96.0,Satisfactory
75789,2020-01-18,Mumbai,107.14,164.13,71.45,3.5,0.77,37.61,207.0,Poor
30443,2020-01-18,Delhi,134.85,198.23,37.2,9.43,1.31,28.05,304.0,Very Poor
53100,2020-01-18,Ahmedabad,59.51,106.43,25.39,71.69,24.98,23.57,547.0,Severe
2749,2020-01-18,Guwahati,149.32,240.6,16.06,14.18,1.52,19.69,309.0,Very Poor
105725,2020-01-18,Kolkata,100.69,193.3,86.4,16.94,1.08,36.77,271.0,Poor
74227,2020-01-18,Mumbai,97.42,221.72,88.42,7.55,0.71,51.97,192.0,Moderate
27803,2020-01-19,Delhi,134.7,193.2,46.62,9.03,0.0,10.66,314.0,Very Poor
48598,2020-01-19,Delhi,126.68,189.06,29.88,5.54,0.98,36.72,300.0,Poor
35099,2020-01-19,Delhi,179.24,247.21,27.18,7.41,1.17,23.6,360.0,Very Poor
10887,2020-01-19,Delhi,126.75,173.75,23.1,9.54,1.34,25.8,308.0,Very Poor
30444,2020-01-19,Delhi,137.72,197.06,29.35,9.53,0.96,45.57,316.0,Very Poor
5237,2020-01-19,Patna,62.55,116.65,51.62,11.11,0.92,1.66,130.0,Moderate
2248,2020-01-19,Visakhapatnam,39.3,92.98,29.13,8.58,1.04,30.23,93.0,Satisfactory
78752,2020-01-19,Talcher,155.15,315.76,10.93,14.59,1.71,14.84,320.0,Very Poor
9129,2020-01-19,Delhi,141.4,193.54,29.2,7.85,0.54,17.54,322.0,Very Poor
105012,2020-01-19,Kolkata,85.18,154.84,36.32,10.87,0.92,31.88,173.0,Moderate
86643,2020-01-19,Hyderabad,29.04,61.48,12.52,6.0,0.46,29.07,66.0,Satisfactory
63917,2020-01-19,Bengaluru,16.16,39.88,12.11,10.52,1.15,51.68,68.0,Satisfactory
786,2020-01-19,Amaravati,36.62,58.14,10.43,16.57,0.69,35.86,58.0,Satisfactory
76487,2020-01-19,Shillong,21.45,32.41,2.53,7.93,0.18,66.61,80.0,Satisfactory
6331,2020-01-19,Delhi,108.0,147.81,17.7,7.89,0.83,6.2,281.0,Poor
73068,2020-01-19,Mumbai,68.59,125.2,1.94,4.22,0.61,16.48,111.0,Moderate
17523,2020-01-19,Delhi,134.18,240.59,37.77,11.19,0.89,28.62,314.0,Very Poor
77827,2020-01-19,Brajrajnagar,89.78,154.57,17.0,5.37,0.89,27.66,206.0,Poor
70673,2020-01-19,Thiruvananthapuram,28.79,56.6,23.12,8.79,0.94,38.07,66.0,Satisfactory
53101,2020-01-19,Ahmedabad,36.05,79.23,22.26,46.67,13.05,23.6,375.0,Very Poor
85410,2020-01-19,Hyderabad,19.83,58.67,23.53,1.56,0.0,26.94,58.0,Satisfactory
40542,2020-01-19,Delhi,143.58,210.17,31.65,15.15,2.0,20.44,325.0,Very Poor
82080,2020-01-19,Jaipur,68.18,142.79,46.37,10.12,0.74,32.68,129.0,Moderate
37899,2020-01-19,Delhi,73.67,194.26,14.45,1.98,1.2,10.22,226.0,Poor
51092,2020-01-19,Delhi,163.08,219.46,10.02,8.51,1.93,6.19,334.0,Very Poor
24128,2020-01-19,Delhi,120.81,153.72,16.02,7.63,1.08,17.58,307.0,Very Poor
69097,2020-01-19,Bengaluru,21.74,53.68,11.95,3.18,0.95,40.44,55.0,Satisfactory
29714,2020-01-19,Delhi,114.81,174.65,36.35,3.06,1.06,10.24,291.0,Poor
76776,2020-01-19,Bhopal,61.76,107.46,39.66,15.78,0.94,40.37,137.0,Moderate
74228,2020-01-19,Mumbai,111.67,270.15,75.2,5.63,1.12,55.56,264.0,Poor
84295,2020-01-19,Hyderabad,36.08,73.07,22.49,5.98,0.44,29.75,69.0,Satisfactory
25892,2020-01-19,Delhi,135.64,194.0,49.21,12.82,0.72,31.78,313.0,Very Poor
2750,2020-01-19,Guwahati,123.96,196.86,13.79,13.82,1.42,18.24,325.0,Very Poor
73462,2020-01-19,Mumbai,118.97,265.72,38.72,9.45,1.75,11.04,277.0,Poor
80966,2020-01-19,Jaipur,41.92,107.62,47.16,11.39,0.82,42.88,112.0,Moderate
107056,2020-01-19,Kolkata,72.36,142.34,47.17,15.2,0.77,26.57,145.0,Moderate
43488,2020-01-19,Delhi,102.01,180.66,28.23,9.62,0.48,74.92,259.0,Poor
88043,2020-01-19,Hyderabad,31.06,67.06,32.27,6.48,0.46,16.74,76.0,Satisfactory
94202,2020-01-19,Chennai,27.56,33.25,5.13,16.26,0.46,36.59,44.0,Good
74622,2020-01-19,Mumbai,81.28,146.91,29.26,8.13,0.98,75.41,163.0,Moderate
98606,2020-01-19,Coimbatore,21.93,24.0,58.35,6.41,0.11,33.78,70.0,Satisfactory
39812,2020-01-19,Delhi,119.18,119.18,34.83,12.27,1.46,163.32,307.0,Very Poor
91814,2020-01-19,Hyderabad,53.58,94.33,47.9,1.32,0.76,22.94,100.0,Satisfactory
73836,2020-01-19,Mumbai,93.26,158.72,51.97,10.01,0.68,14.37,199.0,Moderate
75000,2020-01-19,Mumbai,90.14,294.64,99.36,12.16,1.72,33.44,230.0,Poor
76177,2020-01-19,Mumbai,110.38,166.02,48.03,10.03,0.95,64.29,247.0,Poor
33335,2020-01-19,Delhi,101.74,135.02,18.36,5.5,1.02,30.7,249.0,Poor
50210,2020-01-19,Delhi,157.42,222.17,46.57,13.39,0.86,18.1,333.0,Very Poor
63187,2020-01-19,Bengaluru,22.04,52.47,22.68,2.99,0.58,26.86,62.0,Satisfactory
105726,2020-01-19,Kolkata,98.52,189.33,57.8,15.9,0.81,41.98,214.0,Poor
75790,2020-01-19,Mumbai,113.16,164.72,61.19,4.16,1.07,33.05,272.0,Poor
37017,2020-01-19,Delhi,149.06,207.21,37.28,11.78,1.45,18.34,325.0,Very Poor
49328,2020-01-19,Delhi,123.66,159.74,30.85,4.88,0.86,36.54,287.0,Poor
25010,2020-01-19,Delhi,177.47,253.96,132.59,7.71,1.57,3.32,358.0,Very Poor
5732,2020-01-19,Chandigarh,46.76,96.89,11.33,7.99,0.78,10.35,112.0,Moderate
105328,2020-01-19,Kolkata,73.87,152.66,36.4,18.3,0.95,59.84,153.0,Moderate
106121,2020-01-19,Kolkata,42.61,146.48,47.37,9.45,0.99,10.4,156.0,Moderate
8247,2020-01-19,Delhi,154.49,263.5,55.29,3.99,1.61,12.14,334.0,Very Poor
15759,2020-01-19,Delhi,136.92,246.14,28.62,3.13,1.01,37.05,311.0,Very Poor
16641,2020-01-19,Delhi,144.4,203.15,26.82,7.87,0.73,1.72,323.0,Very Poor
44370,2020-01-19,Delhi,138.42,176.79,10.89,2.93,0.63,15.14,324.0,Very Poor
47716,2020-01-19,Delhi,135.71,184.81,38.08,6.68,0.77,39.28,314.0,Very Poor
83062,2020-01-19,Jaipur,69.91,120.07,40.08,22.98,1.03,67.22,115.0,Moderate
34217,2020-01-19,Delhi,109.94,157.38,20.11,12.64,0.5,27.83,279.0,Poor
107870,2020-01-19,Kolkata,91.7,172.57,66.93,8.92,1.73,40.3,229.0,Poor
106725,2020-01-19,Kolkata,143.84,336.8,75.2,24.73,0.94,27.22,316.0,Very Poor
83063,2020-01-20,Jaipur,72.98,139.04,64.69,13.18,1.07,58.64,147.0,Moderate
94203,2020-01-20,Chennai,34.87,53.48,7.26,16.07,0.5,34.76,49.0,Good
2249,2020-01-20,Visakhapatnam,30.99,79.86,27.19,5.57,0.81,45.75,81.0,Satisfactory
2751,2020-01-20,Guwahati,79.32,120.4,8.74,12.49,0.6,20.98,211.0,Poor
74229,2020-01-20,Mumbai,94.19,222.75,79.72,6.96,1.18,62.38,213.0,Poor
82081,2020-01-20,Jaipur,68.29,158.67,53.27,9.82,0.69,32.44,143.0,Moderate
105329,2020-01-20,Kolkata,54.27,112.86,25.83,17.91,0.66,66.87,127.0,Moderate
30445,2020-01-20,Delhi,180.65,279.69,34.48,8.98,1.42,41.18,315.0,Very Poor
8248,2020-01-20,Delhi,175.71,299.53,61.21,7.01,4.93,12.08,324.0,Very Poor
69098,2020-01-20,Bengaluru,33.36,96.39,26.83,3.29,1.09,29.87,77.0,Satisfactory
91815,2020-01-20,Hyderabad,57.46,102.79,51.2,1.65,0.85,21.31,98.0,Satisfactory
75001,2020-01-20,Mumbai,88.04,264.31,97.44,10.76,1.68,45.65,228.0,Poor
10888,2020-01-20,Delhi,146.42,206.71,27.25,10.04,1.66,30.75,302.0,Very Poor
75791,2020-01-20,Mumbai,100.43,174.47,55.34,5.35,1.26,44.34,248.0,Poor
78753,2020-01-20,Talcher,133.73,243.63,10.1,13.24,1.31,14.46,315.0,Very Poor
76178,2020-01-20,Mumbai,108.76,179.39,41.98,11.68,1.05,58.28,255.0,Poor
34218,2020-01-20,Delhi,138.23,211.88,31.42,12.19,0.73,26.15,275.0,Poor
76488,2020-01-20,Shillong,29.71,39.33,2.57,7.82,0.22,63.05,88.0,Satisfactory
75396,2020-01-20,Mumbai,77.33,127.79,18.53,2.89,1.0,70.1,168.0,Moderate
17524,2020-01-20,Delhi,144.9,350.6,43.94,15.33,1.68,21.02,307.0,Very Poor
787,2020-01-20,Amaravati,31.22,57.33,16.9,14.64,0.63,33.25,62.0,Satisfactory
24129,2020-01-20,Delhi,143.94,193.31,16.1,8.6,1.71,13.0,296.0,Poor
107871,2020-01-20,Kolkata,72.0,126.07,56.11,9.4,1.31,50.08,161.0,Moderate
53102,2020-01-20,Ahmedabad,36.21,82.86,15.65,44.86,20.86,23.6,384.0,Very Poor
74623,2020-01-20,Mumbai,74.35,139.13,34.03,10.77,1.01,68.42,159.0,Moderate
105727,2020-01-20,Kolkata,87.56,159.08,47.21,12.3,0.72,39.07,206.0,Poor
35100,2020-01-20,Delhi,210.51,280.74,28.96,7.55,1.77,14.95,347.0,Very Poor
39813,2020-01-20,Delhi,140.86,140.86,38.08,8.59,2.0,203.41,298.0,Poor
5733,2020-01-20,Chandigarh,54.78,127.45,13.64,6.46,0.96,8.95,93.0,Satisfactory
43489,2020-01-20,Delhi,113.11,216.44,32.73,11.8,1.21,78.71,224.0,Poor
88044,2020-01-20,Hyderabad,36.91,78.22,32.4,4.27,0.49,18.89,70.0,Satisfactory
40543,2020-01-20,Delhi,158.14,243.75,40.42,22.32,2.76,14.94,317.0,Very Poor
73837,2020-01-20,Mumbai,96.61,156.42,52.04,17.74,0.73,34.38,202.0,Poor
37900,2020-01-20,Delhi,140.89,224.09,17.5,3.22,1.59,8.06,232.0,Poor
50211,2020-01-20,Delhi,178.21,269.4,52.83,11.68,1.61,15.45,325.0,Very Poor
27804,2020-01-20,Delhi,149.18,234.71,46.95,9.93,1.16,11.86,310.0,Very Poor
79974,2020-01-20,Amritsar,64.93,108.1,10.17,7.84,0.68,15.94,111.0,Moderate
47717,2020-01-20,Delhi,139.79,218.24,43.12,5.8,1.41,29.01,306.0,Very Poor
44371,2020-01-20,Delhi,159.38,230.33,17.82,7.83,1.06,12.53,311.0,Very Poor
63918,2020-01-20,Bengaluru,30.08,71.54,20.07,11.0,1.26,66.11,91.0,Satisfactory
33336,2020-01-20,Delhi,103.99,151.64,19.35,5.98,0.74,28.82,230.0,Poor
16642,2020-01-20,Delhi,137.48,213.35,32.82,9.98,1.21,3.09,308.0,Very Poor
63188,2020-01-20,Bengaluru,35.27,74.57,31.76,2.62,0.68,38.81,71.0,Satisfactory
37018,2020-01-20,Delhi,151.45,231.91,40.79,12.28,1.77,11.65,314.0,Very Poor
49329,2020-01-20,Delhi,117.91,154.96,29.63,4.8,0.97,27.35,290.0,Poor
25011,2020-01-20,Delhi,192.42,289.89,137.6,7.06,1.65,3.12,339.0,Very Poor
9130,2020-01-20,Delhi,168.83,240.54,33.44,9.18,1.08,16.87,315.0,Very Poor
105013,2020-01-20,Kolkata,73.24,123.35,28.69,10.55,0.8,39.55,158.0,Moderate
106122,2020-01-20,Kolkata,26.02,115.78,38.27,8.0,0.7,8.63,118.0,Moderate
15760,2020-01-20,Delhi,172.65,352.91,22.88,3.62,1.56,41.33,314.0,Very Poor
25893,2020-01-20,Delhi,139.85,218.75,62.11,15.55,1.22,20.61,306.0,Very Poor
73463,2020-01-20,Mumbai,100.56,237.09,48.9,11.5,1.87,13.51,243.0,Poor
80967,2020-01-20,Jaipur,39.98,113.6,51.52,10.27,0.92,42.03,116.0,Moderate
5238,2020-01-20,Patna,56.26,109.77,68.22,8.3,1.09,2.19,121.0,Moderate
86644,2020-01-20,Hyderabad,35.98,77.54,15.76,5.07,0.51,29.74,70.0,Satisfactory
85411,2020-01-20,Hyderabad,25.12,73.56,28.87,2.43,0.0,25.06,68.0,Satisfactory
98607,2020-01-20,Coimbatore,24.39,32.93,45.88,10.93,0.17,42.57,78.0,Satisfactory
84296,2020-01-20,Hyderabad,42.17,84.76,23.98,4.82,0.43,30.65,79.0,Satisfactory
48599,2020-01-20,Delhi,146.71,225.97,34.73,6.26,1.11,10.38,305.0,Very Poor
51093,2020-01-20,Delhi,188.1,274.98,13.68,9.13,2.11,6.84,330.0,Very Poor
76777,2020-01-20,Bhopal,52.0,103.34,39.37,14.48,0.82,48.53,107.0,Moderate
73069,2020-01-20,Mumbai,55.8,76.47,2.19,4.07,0.65,17.33,103.0,Moderate
77828,2020-01-20,Brajrajnagar,69.42,125.86,22.11,4.62,0.87,37.69,160.0,Moderate
70674,2020-01-20,Thiruvananthapuram,31.86,58.42,24.67,7.65,1.15,29.1,79.0,Satisfactory
29715,2020-01-20,Delhi,126.84,202.85,49.44,4.91,1.17,15.05,281.0,Poor
107057,2020-01-20,Kolkata,60.91,104.33,39.76,14.37,0.72,34.65,121.0,Moderate
94204,2020-01-21,Chennai,35.66,60.17,7.76,15.76,0.5,37.94,62.0,Satisfactory
105014,2020-01-21,Kolkata,85.48,151.95,46.1,10.55,1.11,37.7,181.0,Moderate
105330,2020-01-21,Kolkata,56.27,124.36,35.59,19.77,0.82,67.24,150.0,Moderate
106123,2020-01-21,Kolkata,30.13,128.77,48.49,8.97,1.16,8.38,129.0,Moderate
105728,2020-01-21,Kolkata,97.75,191.89,62.98,9.55,1.06,46.22,225.0,Poor
98608,2020-01-21,Coimbatore,31.25,44.99,16.24,9.15,0.16,56.58,75.0,Satisfactory
107872,2020-01-21,Kolkata,95.46,179.62,89.68,10.23,1.49,49.5,205.0,Poor
91816,2020-01-21,Hyderabad,55.01,113.4,56.17,1.92,0.81,21.69,106.0,Moderate
107058,2020-01-21,Kolkata,74.6,142.5,47.99,16.07,1.08,30.92,140.0,Moderate
2752,2020-01-21,Guwahati,120.64,183.95,12.31,12.62,0.9,21.13,192.0,Moderate
